INSERT student(studentID,name,phone,email,dorm,score_1,score_2,score_3) VALUES
('10901132', 'ÖÜ´²¼Ç', '15319643451', 'zhouchuangji@stu.kust.edu.cn', 'Á«»ª7349', 43, 88, 66),
('10901133', 'ÂŞÉçÒÂ', '13493591975', 'luosheyi@stu.kust.edu.cn', 'ã½Ô°2687', 85, 70, 76),
('10901134', 'á¯¹Ç×ª', '15926869598', 'cenguzhuan@stu.kust.edu.cn', 'Á«»ª2334', 70, 97, 59),
('10901135', 'ÚùºÃÀı', '13502021657', 'wuhaoli@stu.kust.edu.cn', 'ã½Ô°4796', 71, 43, 89),
('10901136', 'á¯ÀÍ¼°', '17876751952', 'cenlaoji@stu.kust.edu.cn', 'ã½Ô°6236', 73, 79, 60),
('10901137', '¸µµ¯¾É', '15212599645', 'fudanjiu@stu.kust.edu.cn', 'ºãÔ°2542', 89, 92, 66),
('10901138', 'Â³Ë¹»ú', '15842730650', 'lusiji@stu.kust.edu.cn', 'âùÔ°5845', 90, 94, 45),
('10901139', 'Ó÷Ğ£Óã', '17656394266', 'yuxiaoyu@stu.kust.edu.cn', 'ã½Ô°3315', 50, 45, 56),
('10901140', 'Âí¾¯³Ğ', '15114015240', 'majingcheng@stu.kust.edu.cn', 'Á«»ª4782', 74, 58, 85),
('10901141', '»ªÀ§Ôğ', '15686332209', 'huakunze@stu.kust.edu.cn', 'ºãÔ°2423', 76, 99, 95),
('10901142', 'Ó÷Õ¹Òä', '18868679353', 'yuzhanyi@stu.kust.edu.cn', 'ºãÔ°5727', 93, 51, 90),
('10901143', 'Àî¹»Ğø', '15789220721', 'ligouxu@stu.kust.edu.cn', 'ã½Ô°3936', 68, 64, 64),
('10901144', 'ÒüÎ¯Ôğ', '18953218001', 'yinweize@stu.kust.edu.cn', 'âùÔ°6633', 69, 53, 56),
('10901145', 'ÕÂºÚ´º', '17813021538', 'zhangheichun@stu.kust.edu.cn', 'ÌñÔ°7495', 72, 85, 74),
('10901146', 'ÎºÕ¾ĞÅ', '18148307412', 'weizhanxin@stu.kust.edu.cn', 'ºãÔ°8157', 46, 41, 60),
('10901147', 'ÉòÃÇÖª', '15575107367', 'shenmenzhi@stu.kust.edu.cn', 'ã½Ô°1865', 54, 85, 94),
('10901148', 'Â³Æ¤Ìø', '18882756607', 'lupitiao@stu.kust.edu.cn', 'âùÔ°8454', 74, 97, 95),
('10901149', 'ÕÔ¾¹¾İ', '15634642439', 'zhaojingju@stu.kust.edu.cn', 'ã½Ô°7461', 47, 57, 65),
('10901150', 'ĞíÑĞ´Î', '13213485005', 'xuyanci@stu.kust.edu.cn', 'ã½Ô°4875', 82, 51, 75),
('10901201', 'Îé¹æË÷', '15513291002', 'wuguisuo@stu.kust.edu.cn', 'ã½Ô°8516', 64, 89, 49),
('10901202', '¿×Ç¿Ö§', '13239692099', 'kongqiangzhi@stu.kust.edu.cn', 'ºãÔ°2278', 44, 63, 90),
('10901203', 'ÆëÉíÏû', '18040223777', 'qishenxiao@stu.kust.edu.cn', 'ã½Ô°6187', 65, 74, 62),
('10901204', 'ÁøÓ¦ÓÉ', '17654085742', 'liuyingyou@stu.kust.edu.cn', 'ã½Ô°4231', 95, 76, 67),
('10901205', 'ÕÅÕûÂÛ', '18168091414', 'zhangzhenglun@stu.kust.edu.cn', 'ÌñÔ°9162', 99, 87, 83),
('10901206', 'Î¤ÕÒÆå', '13041895124', 'weizhaoqi@stu.kust.edu.cn', 'ºãÔ°1946', 92, 84, 60),
('10901207', 'ÎÀÔìÂÛ', '13070185486', 'weizaolun@stu.kust.edu.cn', 'ã½Ô°5244', 56, 97, 86),
('10901208', 'Ö£ÏÈ¹©', '18693156408', 'zhengxiangong@stu.kust.edu.cn', 'ºãÔ°7242', 57, 45, 47),
('10901209', '·ï±ğÒ¶', '18337840607', 'fengbieye@stu.kust.edu.cn', 'ºãÔ°8674', 71, 59, 63),
('10901210', 'º«½¨Ó¦', '18840200010', 'hanjianying@stu.kust.edu.cn', 'Á«»ª7593', 46, 60, 61),
('10901211', 'ÌÕÖÊÊÚ', '15529621546', 'taozhishou@stu.kust.edu.cn', 'ÌñÔ°8581', 91, 78, 54),
('10901212', 'ÆİÕÒÉË', '13426976224', 'qizhaoshang@stu.kust.edu.cn', 'ã½Ô°8626', 52, 83, 84),
('10901213', 'Åí¾Í¾Ù', '15145616833', 'pengjiuju@stu.kust.edu.cn', 'ã½Ô°3444', 92, 83, 50),
('10901214', 'ÑÏÓêÅÜ', '18775436389', 'yanyupao@stu.kust.edu.cn', 'Á«»ª5197', 68, 51, 44),
('10901215', 'Ğ»µ¹·Å', '15385274702', 'xiedaofang@stu.kust.edu.cn', 'ã½Ô°3755', 47, 60, 66),
('10901216', 'Á®Éç³¡', '18709013592', 'lianshechang@stu.kust.edu.cn', 'âùÔ°1846', 87, 53, 50),
('10901217', 'ÈÎ×ÖÇÒ', '18272916780', 'renziqie@stu.kust.edu.cn', 'ã½Ô°1371', 66, 96, 45),
('10901218', 'Ô¬²é±é', '13157125822', 'yuanchabian@stu.kust.edu.cn', 'ºãÔ°9849', 62, 67, 45),
('10901219', '±«Ãâ¼û', '17796038749', 'baomianjian@stu.kust.edu.cn', 'ã½Ô°6745', 69, 69, 66),
('10901220', 'Ê©×·Õ¹', '13018185921', 'shizhuizhan@stu.kust.edu.cn', 'âùÔ°7173', 77, 51, 76),
('10901221', 'Ô¬Ìú×Å', '15177732085', 'yuantiezhe@stu.kust.edu.cn', 'âùÔ°6858', 41, 57, 62),
('10901222', 'º«²îÕ÷', '18183578253', 'hanchazheng@stu.kust.edu.cn', 'ÌñÔ°6414', 59, 46, 91),
('10901223', '½ªÆğÔÆ', '13961474370', 'jiangqiyun@stu.kust.edu.cn', 'ºãÔ°2115', 85, 44, 92),
('10901224', 'ºÂÊ¯Ïì', '13779596747', 'haoshixiang@stu.kust.edu.cn', 'ÌñÔ°8369', 60, 87, 46),
('10901225', '·Ñ±¸¼Û', '13692130806', 'feibeijia@stu.kust.edu.cn', 'âùÔ°5612', 45, 85, 40),
('10901226', 'ÅíÆ±ÎÄ', '17810242794', 'pengpiaowen@stu.kust.edu.cn', 'ã½Ô°8252', 79, 74, 73),
('10901227', '·ëÊ±·â', '15868543434', 'fengshifeng@stu.kust.edu.cn', 'ºãÔ°8977', 98, 50, 54),
('10901228', 'Óá»ÊÀñ', '15315090328', 'yuhuangli@stu.kust.edu.cn', 'âùÔ°6341', 75, 45, 56),
('10901229', '°²»÷Îü', '13573145103', 'anjixi@stu.kust.edu.cn', 'Á«»ª1491', 94, 54, 65),
('10901230', '²Ü¶ÓºÚ', '13680026651', 'caoduihei@stu.kust.edu.cn', 'âùÔ°4479', 91, 90, 55),
('10901231', 'Ë®¶ Ğ©', '18199550193', 'shuilengxie@stu.kust.edu.cn', 'ºãÔ°7488', 73, 68, 74),
('10901232', 'ºØË«ÅĞ', '18095054336', 'heshuangpan@stu.kust.edu.cn', 'Á«»ª7571', 81, 93, 69),
('10901233', '°Øº¦¸Ä', '15078760849', 'baihaigai@stu.kust.edu.cn', 'ã½Ô°5313', 47, 86, 71),
('10901234', 'Æİ½¥¶Ô', '13518374752', 'qijiandui@stu.kust.edu.cn', 'ã½Ô°6332', 65, 47, 66),
('10901235', 'ÂÀÖÜ¹ú', '13252010132', 'lvzhouguo@stu.kust.edu.cn', 'ÌñÔ°2624', 62, 71, 65),
('10901236', 'ÕÅ³ À´', '13109904982', 'zhangqinglai@stu.kust.edu.cn', 'âùÔ°8235', 85, 53, 66),
('10901237', '¿µÕßµÂ', '15804820384', 'kangzhede@stu.kust.edu.cn', 'ÌñÔ°9874', 61, 80, 53),
('10901238', 'À×ÖÓ°ü', '18746058625', 'leizhongbao@stu.kust.edu.cn', 'ºãÔ°2976', 57, 56, 98),
('10901239', 'ÕÔÓÚÁ¿', '18233358316', 'zhaoyuliang@stu.kust.edu.cn', 'ºãÔ°4939', 47, 56, 74),
('10901240', 'ÎâºôÁÏ', '13510444682', 'wuhuliao@stu.kust.edu.cn', 'ã½Ô°4978', 73, 87, 99),
('10901241', 'ºØµ¹¶À', '13217250455', 'hedaodu@stu.kust.edu.cn', 'ÌñÔ°7542', 47, 91, 74),
('10901242', '»¨Óª×ã', '18506752804', 'huayingzu@stu.kust.edu.cn', 'ã½Ô°2522', 66, 92, 55),
('10901243', 'ÒüµÀÍ¯', '18276248760', 'yindaotong@stu.kust.edu.cn', 'ã½Ô°9223', 90, 66, 90),
('10901244', 'ÀÖĞ£¸Ï', '13579373753', 'lexiaogan@stu.kust.edu.cn', 'ã½Ô°9992', 55, 68, 54),
('10901245', '°Ø¸£ÓÑ', '18980023891', 'baifuyou@stu.kust.edu.cn', 'ºãÔ°8778', 59, 43, 96),
('10901246', 'Óà¸Ğ½ã', '18618005679', 'yuganjie@stu.kust.edu.cn', 'ºãÔ°7667', 61, 65, 84),
('10901247', 'ëøËØÓ¡', '18594323704', 'tengsuyin@stu.kust.edu.cn', 'ã½Ô°6739', 60, 84, 72),
('10901248', 'Æ¤ÊÂÂŞ', '17669878310', 'pishiluo@stu.kust.edu.cn', 'Á«»ª6487', 99, 55, 75),
('10901249', 'ÕÅ·¸¶®', '18622640752', 'zhangfandong@stu.kust.edu.cn', 'ÌñÔ°5916', 50, 83, 98),
('10901250', '¹Ë¶ Íù', '18977897642', 'gulengwang@stu.kust.edu.cn', 'ÌñÔ°9567', 58, 65, 98),
('10901301', '»ªÆå¶à', '18793685567', 'huaqiduo@stu.kust.edu.cn', 'âùÔ°2888', 87, 83, 93),
('10901302', 'ÄÂ»ùÏã', '15150623555', 'mujixiang@stu.kust.edu.cn', 'ã½Ô°1523', 96, 48, 63),
('10901303', '½ªÊÊ×Ê', '13555437287', 'jiangshizi@stu.kust.edu.cn', 'ÌñÔ°8436', 46, 59, 54),
('10901304', 'ÎÀÄÜÎİ', '18014841324', 'weinengwu@stu.kust.edu.cn', 'âùÔ°2181', 93, 75, 82),
('10901305', 'ÖÜÉñ¿´', '18601370933', 'zhoushenkan@stu.kust.edu.cn', 'Á«»ª7451', 86, 83, 78),
('10901306', '·¶ÅÜ¶Ó', '18243234510', 'fanpaodui@stu.kust.edu.cn', 'ºãÔ°3247', 93, 58, 54),
('10901307', 'Ö£Ë®²®', '13206771675', 'zhengshuibo@stu.kust.edu.cn', 'ÌñÔ°2749', 79, 88, 80),
('10901308', 'ÖÜÖÜ×Å', '13373175760', 'zhouzhouzhe@stu.kust.edu.cn', 'Á«»ª5719', 40, 52, 94),
('10901309', 'ÑÏÏÖ²ã', '17768905938', 'yanxianceng@stu.kust.edu.cn', 'ºãÔ°8778', 64, 76, 74),
('10901310', '½ğ¹Ç½Ç', '18753502206', 'jingujiao@stu.kust.edu.cn', 'ã½Ô°1322', 98, 61, 73),
('10901311', 'Â³ËßÎï', '18755884536', 'lusuwu@stu.kust.edu.cn', 'ÌñÔ°7732', 47, 45, 68),
('10901312', 'ÌÀ½ç°´', '15057696291', 'tangjiean@stu.kust.edu.cn', 'âùÔ°2743', 55, 66, 73),
('10901313', 'ÀÖÄïÉÏ', '15777433610', 'leniangshang@stu.kust.edu.cn', 'âùÔ°8563', 79, 40, 85),
('10901314', '½ğ¿´»á', '18093408429', 'jinkanhui@stu.kust.edu.cn', 'âùÔ°4589', 95, 81, 84),
('10901315', 'Ë®ÖÎÈë', '15809206184', 'shuizhiru@stu.kust.edu.cn', 'ÌñÔ°3172', 74, 47, 78),
('10901316', 'ËÕĞÇ°ë', '13584931459', 'suxingban@stu.kust.edu.cn', 'ÌñÔ°8445', 76, 67, 78),
('10901317', 'ºÍÕıÑĞ', '18566475607', 'hezhengyan@stu.kust.edu.cn', 'ÌñÔ°7632', 52, 96, 60),
('10901318', 'Æİ»ØÎ´', '18191366255', 'qihuiwei@stu.kust.edu.cn', 'Á«»ª9639', 71, 84, 52),
('10901319', 'Úù»¨Ã´', '13984104776', 'wuhuame@stu.kust.edu.cn', 'ã½Ô°1944', 67, 81, 48),
('10901320', 'ÎâÂê½ö', '18410876817', 'wumajin@stu.kust.edu.cn', 'ã½Ô°6443', 86, 68, 52),
('10901321', '²·Î¯ÄÔ', '18678965589', 'boweinao@stu.kust.edu.cn', 'ã½Ô°3634', 84, 78, 50),
('10901322', 'ÖÜ¿¼°å', '15756206873', 'zhoukaoban@stu.kust.edu.cn', 'âùÔ°9788', 54, 74, 91),
('10901323', 'Ê±¼á¶Ë', '18124841551', 'shijianduan@stu.kust.edu.cn', 'ºãÔ°2424', 70, 45, 84),
('10901324', 'Ç®À§»­', '18924695086', 'qiankunhua@stu.kust.edu.cn', 'âùÔ°2637', 94, 60, 84),
('10901325', 'ÎâÊô¸Ç', '13058562708', 'wushugai@stu.kust.edu.cn', 'ºãÔ°5399', 89, 55, 65),
('10901326', 'ÃÏĞİ¾­', '18325926751', 'mengxiujing@stu.kust.edu.cn', 'ºãÔ°9277', 56, 78, 99),
('10901327', '²·¶ »ú', '15206706054', 'bolengji@stu.kust.edu.cn', 'Á«»ª9485', 86, 84, 86),
('10901328', '»ÆÔÚÉõ', '15873192709', 'huangzaishen@stu.kust.edu.cn', 'ã½Ô°5738', 49, 58, 97),
('10901329', '»Æ¶Ï½Ó', '13875918181', 'huangduanjie@stu.kust.edu.cn', 'âùÔ°6794', 95, 91, 49),
('10901330', 'Æİ¼ÒÊÇ', '13349347116', 'qijiashi@stu.kust.edu.cn', 'ºãÔ°6219', 72, 60, 64),
('10901331', 'Ë®¹û¶¼', '13383824581', 'shuiguodou@stu.kust.edu.cn', 'ºãÔ°1226', 87, 44, 87),
('10901332', 'ËÕ²»´²', '13619156638', 'subuchuang@stu.kust.edu.cn', 'ÌñÔ°7642', 98, 94, 96),
('10901333', 'Î¤Ö÷²ì', '18778525284', 'weizhucha@stu.kust.edu.cn', 'âùÔ°5165', 41, 52, 82),
('10901334', '±«Á¿ÖÆ', '17832356901', 'baoliangzhi@stu.kust.edu.cn', 'âùÔ°1515', 44, 74, 57),
('10901335', 'ºØ°¡³£', '13278659603', 'heachang@stu.kust.edu.cn', 'Á«»ª7668', 66, 93, 71),
('10901336', 'Ñ¦´Îµô', '18295210042', 'xuecidiao@stu.kust.edu.cn', 'âùÔ°8981', 50, 45, 74),
('10901337', 'ÅËÓÃÎÊ', '13898053813', 'panyongwen@stu.kust.edu.cn', 'Á«»ª3981', 70, 64, 80),
('10901338', '½ªÉè×æ', '15047861994', 'jiangshezu@stu.kust.edu.cn', 'âùÔ°6386', 86, 64, 87),
('10901339', '³Â²®·ğ', '17850295058', 'chenbofu@stu.kust.edu.cn', 'ÌñÔ°3245', 99, 96, 57),
('10901340', 'ËÕÂú³å', '15384482464', 'sumanchong@stu.kust.edu.cn', 'ÌñÔ°2612', 44, 75, 92),
('10901341', 'Îé½»½â', '15931529568', 'wujiaojie@stu.kust.edu.cn', 'Á«»ª4667', 56, 52, 82),
('10901342', '²Ü×éË¼', '18042159723', 'caozusi@stu.kust.edu.cn', 'ÌñÔ°3869', 56, 81, 90),
('10901343', 'ñÒ·Ö¸ù', '18584121046', 'chufengen@stu.kust.edu.cn', 'Á«»ª2649', 42, 43, 74),
('10901344', 'ÑîÒìÕı', '15968869265', 'yangyizheng@stu.kust.edu.cn', 'ã½Ô°6833', 98, 52, 70),
('10901345', 'ñÒÊ¤Çå', '15262692351', 'chushengqing@stu.kust.edu.cn', 'âùÔ°6526', 98, 99, 73),
('10901346', '¸µÄ¸½ü', '17752892127', 'fumujin@stu.kust.edu.cn', 'Á«»ª2825', 52, 97, 57),
('10901347', '³£ÎñÈ¨', '18832734879', 'changwuquan@stu.kust.edu.cn', 'Á«»ª4535', 72, 54, 70),
('10901348', 'ÎéÄ·Æß', '13528536909', 'wumuqi@stu.kust.edu.cn', 'ÌñÔ°8998', 64, 48, 41),
('10901349', '²·ÎÒÃÉ', '18899094200', 'bowomeng@stu.kust.edu.cn', 'ã½Ô°9749', 99, 69, 82),
('10901350', 'ÎâÍ¨ÂÃ', '15879347936', 'wutonglv@stu.kust.edu.cn', 'ã½Ô°9593', 55, 83, 51),
('10901401', 'Î¤×Ó¸Ã', '13352904013', 'weizigai@stu.kust.edu.cn', 'ºãÔ°6892', 80, 56, 56),
('10901402', 'ÎéÅó±³', '17716520403', 'wupengbei@stu.kust.edu.cn', 'Á«»ª7633', 93, 40, 93),
('10901403', 'ÅËÆ÷¾³', '17832558797', 'panqijing@stu.kust.edu.cn', 'Á«»ª5194', 99, 70, 76),
('10901404', 'ÓàÅÅĞÎ', '15313779273', 'yupaixing@stu.kust.edu.cn', 'Á«»ª7144', 42, 75, 87),
('10901405', 'Ö£ÈâÑÌ', '15515129143', 'zhengrouyan@stu.kust.edu.cn', 'ã½Ô°1175', 71, 42, 90),
('10901406', '³ÂÖøÀÕ', '18804924503', 'chenzhulei@stu.kust.edu.cn', 'Á«»ª5753', 41, 55, 66),
('10901407', 'ËÕ¹ıÎó', '13045993308', 'suguowu@stu.kust.edu.cn', 'ºãÔ°5591', 76, 42, 43),
('10901408', 'Ó÷Í¥°å', '15101366633', 'yutingban@stu.kust.edu.cn', 'ÌñÔ°9376', 81, 55, 68),
('10901409', 'Îº¶úÍÑ', '13664411475', 'weiertuo@stu.kust.edu.cn', 'Á«»ª2794', 80, 45, 51),
('10901410', '°ØÎñÇò', '13324658522', 'baiwuqiu@stu.kust.edu.cn', 'âùÔ°5288', 48, 79, 52),
('10901411', 'ÕÅ¹óÓë', '18031130252', 'zhangguiyu@stu.kust.edu.cn', 'ã½Ô°9236', 48, 86, 45),
('10901412', 'ÕÂÂèÊõ', '18588446219', 'zhangmashu@stu.kust.edu.cn', 'ã½Ô°2356', 82, 83, 96),
('10901413', '¸ğÓ°Ïë', '18192101335', 'geyingxiang@stu.kust.edu.cn', 'Á«»ª2726', 98, 98, 65),
('10901414', '³£ÍõÌı', '18939917018', 'changwangting@stu.kust.edu.cn', 'ÌñÔ°5253', 79, 53, 75),
('10901415', '¿×ÖøÒ²', '13632921710', 'kongzhuye@stu.kust.edu.cn', 'Á«»ª9358', 55, 96, 84),
('10901416', 'Ñ¦Å®²Æ', '18162018417', 'xuenvcai@stu.kust.edu.cn', 'ã½Ô°8377', 96, 80, 81),
('10901417', 'ÎºÔòÅµ', '15693838610', 'weizenuo@stu.kust.edu.cn', 'âùÔ°6523', 58, 82, 43),
('10901418', 'Î¤ÇÙËµ', '17869402041', 'weiqinshuo@stu.kust.edu.cn', 'ã½Ô°5468', 42, 86, 65),
('10901419', 'ÂÀÒøÒô', '15385585457', 'lvyinyin@stu.kust.edu.cn', 'ã½Ô°8893', 55, 75, 59),
('10901420', '³£¾øÈ¤', '18324528383', 'changjuequ@stu.kust.edu.cn', 'Á«»ª4293', 45, 93, 59),
('10901421', 'Ê·Öø´´', '13860276157', 'shizhuchuang@stu.kust.edu.cn', 'ÌñÔ°7566', 65, 69, 80),
('10901422', 'ÒüÏ¢·İ', '18783047053', 'yinxifen@stu.kust.edu.cn', 'ºãÔ°5142', 67, 85, 40),
('10901423', 'Æ¤»úÊì', '18329803218', 'pijishu@stu.kust.edu.cn', 'ã½Ô°1368', 69, 71, 80),
('10901424', 'Òó±¾Ñİ', '18700876852', 'yinbenyan@stu.kust.edu.cn', 'ºãÔ°4779', 93, 48, 78),
('10901425', 'ÔÆ´òÈ«', '13930075502', 'yundaquan@stu.kust.edu.cn', 'ºãÔ°3948', 49, 60, 85),
('10901426', 'ºÍÌ«¼ª', '13643509565', 'hetaiji@stu.kust.edu.cn', 'ÌñÔ°2433', 92, 79, 88),
('10901427', '³£ÖÕÖ¸', '18046844591', 'changzhongzhi@stu.kust.edu.cn', 'ÌñÔ°6948', 59, 51, 65),
('10901428', 'ÕÂ´ÎÂè', '18853222456', 'zhangcima@stu.kust.edu.cn', 'Á«»ª2355', 57, 47, 91),
('10901429', 'ÆëÀ×²İ', '13659992847', 'qileicao@stu.kust.edu.cn', 'ã½Ô°7865', 78, 52, 64),
('10901430', '·¶Å©»µ', '15975669091', 'fannonghuai@stu.kust.edu.cn', 'ºãÔ°4429', 65, 51, 54),
('10901431', 'Ïô×·ËØ', '18839625348', 'xiaozhuisu@stu.kust.edu.cn', 'ÌñÔ°2427', 92, 78, 86),
('10901432', '¹ËÄÚÍ£', '13268223510', 'guneiting@stu.kust.edu.cn', 'ã½Ô°1924', 69, 41, 52),
('10901433', '½¯Æä¾¯', '18315921324', 'jiangqijing@stu.kust.edu.cn', 'ºãÔ°1815', 53, 99, 60),
('10901434', '±«¹óÖ°', '13622598354', 'baoguizhi@stu.kust.edu.cn', 'ÌñÔ°5442', 62, 90, 61),
('10901435', 'ÄÂÕ½¹«', '15299666320', 'muzhangong@stu.kust.edu.cn', 'ÌñÔ°7886', 84, 67, 66),
('10901436', 'ÄÂÈİ¹Ü', '15956622652', 'murongguan@stu.kust.edu.cn', 'Á«»ª1371', 78, 52, 83),
('10901437', '²ı¹ÇÁµ', '15362323659', 'changgulian@stu.kust.edu.cn', 'ÌñÔ°6292', 59, 86, 59),
('10901438', '×Ş¹ÊÆÆ', '15860132850', 'zougupo@stu.kust.edu.cn', 'ã½Ô°7657', 41, 49, 79),
('10901439', 'ŞÉ¹ÜÃÎ', '13396528143', 'xiguanmeng@stu.kust.edu.cn', 'ã½Ô°4972', 56, 63, 90),
('10901440', 'ñÒ¼Ó¼ò', '13790106814', 'chujiajian@stu.kust.edu.cn', 'âùÔ°1199', 50, 72, 76),
('10901441', 'ŞÉÏ£×°', '18527583819', 'xixizhuang@stu.kust.edu.cn', 'ã½Ô°9937', 60, 91, 99),
('10901442', 'Æ½³ÌÇú', '18475085309', 'pingchengqu@stu.kust.edu.cn', 'ºãÔ°5499', 53, 70, 57),
('10901443', 'ÂŞÅÆÔº', '17707691723', 'luopaiyuan@stu.kust.edu.cn', 'ã½Ô°4668', 76, 41, 53),
('10901444', 'ÌÀÎÄ¹ó', '17668363547', 'tangwengui@stu.kust.edu.cn', 'ÌñÔ°1362', 78, 60, 58),
('10901445', '²Ü´å²©', '15803660059', 'caocunbo@stu.kust.edu.cn', 'âùÔ°9732', 40, 61, 69),
('10901446', 'ÒóÖÜÄ£', '15857601357', 'yinzhoumo@stu.kust.edu.cn', 'ã½Ô°1569', 50, 59, 59),
('10901447', 'Á®ÄÑÑ§', '13440569109', 'liannanxue@stu.kust.edu.cn', 'ºãÔ°3228', 77, 89, 77),
('10901448', '¸µÁĞ»ñ', '13304438842', 'fuliehuo@stu.kust.edu.cn', 'ã½Ô°9947', 83, 47, 83),
('10901449', '³£¶úÃî', '13135428245', 'changermiao@stu.kust.edu.cn', 'ÌñÔ°2292', 91, 84, 44),
('10901450', 'Ê±°ÖÀ­', '17735607615', 'shibala@stu.kust.edu.cn', 'Á«»ª4352', 45, 50, 58),
('10901501', 'ËÕË¾È¨', '17649158822', 'susiquan@stu.kust.edu.cn', 'âùÔ°7926', 48, 74, 67),
('10901502', '½ªË¼Ä ', '18356269177', 'jiangsizang@stu.kust.edu.cn', 'âùÔ°1731', 44, 80, 55),
('10901503', 'ÔÆÏà×î', '13262720995', 'yunxiangzui@stu.kust.edu.cn', 'ÌñÔ°2854', 47, 92, 86),
('10901504', 'ÑÏ½Ó¼Ó', '15245126894', 'yanjiejia@stu.kust.edu.cn', 'ºãÔ°7174', 96, 71, 91),
('10901505', 'á¯¼°²é', '13570176348', 'cenjicha@stu.kust.edu.cn', 'ã½Ô°7659', 41, 99, 95),
('10901506', '¹Ë¶®Çò', '18673941924', 'gudongqiu@stu.kust.edu.cn', 'ã½Ô°7624', 71, 74, 57),
('10901507', '·Ñ¸¸ÊÒ', '18759961616', 'feifushi@stu.kust.edu.cn', 'ã½Ô°8276', 64, 81, 44),
('10901508', 'Òü»°Öú', '15023558320', 'yinhuazhu@stu.kust.edu.cn', 'ºãÔ°8467', 85, 74, 91),
('10901509', '×ŞÍËÎ¶', '15230134576', 'zoutuiwei@stu.kust.edu.cn', 'Á«»ª8281', 92, 45, 98),
('10901510', 'ÂÀ²¼»ï', '13716036676', 'lvbuhuo@stu.kust.edu.cn', 'Á«»ª3824', 52, 65, 96),
('10901511', '»¨¶¯Ğë', '13535996042', 'huadongxu@stu.kust.edu.cn', 'ºãÔ°7274', 86, 95, 78),
('10901512', '¹Ë²ÊÊ®', '13416277279', 'gucaishi@stu.kust.edu.cn', 'Á«»ª8912', 41, 90, 82),
('10901513', 'ÅíÕäµ¹', '15178895489', 'pengzhendao@stu.kust.edu.cn', 'ã½Ô°1599', 65, 83, 76),
('10901514', 'Æ¤ÕÉ¿Õ', '15878576474', 'pizhangkong@stu.kust.edu.cn', 'ÌñÔ°3558', 66, 72, 61),
('10901515', 'ÃÏÒ¡Ğ´', '13913731902', 'mengyaoxie@stu.kust.edu.cn', 'ã½Ô°7176', 74, 42, 48),
('10901516', 'Ûº×æ¹¤', '17738020689', 'fengzugong@stu.kust.edu.cn', 'ºãÔ°4191', 92, 62, 72),
('10901517', 'Ãç´ºÎÊ', '18106000538', 'miaochunwen@stu.kust.edu.cn', 'ÌñÔ°2888', 64, 73, 75),
('10901518', '±å½øÏà', '15737221930', 'bianjinxiang@stu.kust.edu.cn', 'ÌñÔ°7396', 53, 40, 77),
('10901519', 'ÓÈ×·ÔÂ', '18739216611', 'youzhuiyue@stu.kust.edu.cn', 'ºãÔ°4987', 95, 94, 78),
('10901520', 'Ó÷¹«ÓÉ', '15109892621', 'yugongyou@stu.kust.edu.cn', 'âùÔ°7423', 40, 77, 66),
('10901521', 'Öì³£°ë', '17759027682', 'zhuchangban@stu.kust.edu.cn', 'ÌñÔ°2222', 42, 97, 94),
('10901522', 'Ç®×æ¸º', '18555256514', 'qianzufu@stu.kust.edu.cn', 'ã½Ô°5531', 72, 63, 81),
('10901523', 'ÓÚ¹²³É', '17826803543', 'yugongcheng@stu.kust.edu.cn', 'âùÔ°3359', 84, 76, 60),
('10901524', 'ÄÂÄ¾ÄÑ', '15366036856', 'mumunan@stu.kust.edu.cn', 'ºãÔ°3648', 42, 43, 92),
('10901525', '°²°ÂÊ®', '15562339598', 'anaoshi@stu.kust.edu.cn', 'ºãÔ°7825', 56, 53, 83),
('10901526', 'ÓáÉ³ÏÂ', '13968288436', 'yushaxia@stu.kust.edu.cn', 'Á«»ª8652', 65, 68, 89),
('10901527', 'Ê±Óµ²Ë', '18513776227', 'shiyongcai@stu.kust.edu.cn', 'ºãÔ°6249', 50, 68, 87),
('10901528', 'ñ¼Ô­Ôì', '18584364330', 'douyuanzao@stu.kust.edu.cn', 'âùÔ°1736', 88, 80, 82),
('10901529', 'Â³Î¶Ò»', '15837990486', 'luweiyi@stu.kust.edu.cn', 'ºãÔ°9931', 44, 55, 81),
('10901530', 'Ğ»¸£Àı', '13030107895', 'xiefuli@stu.kust.edu.cn', 'ºãÔ°9776', 53, 43, 93),
('10901531', 'Ó÷ÒåÊÜ', '18200283588', 'yuyishou@stu.kust.edu.cn', 'âùÔ°1611', 84, 63, 89),
('10901532', 'ÃçÓÅºÏ', '18081377595', 'miaoyouhe@stu.kust.edu.cn', 'ÌñÔ°2173', 93, 84, 40),
('10901533', 'ÏôÂè¶Î', '15067205700', 'xiaomaduan@stu.kust.edu.cn', 'Á«»ª7586', 52, 58, 77),
('10901534', 'Îé½¥Ö¹', '13298669499', 'wujianzhi@stu.kust.edu.cn', 'ã½Ô°8669', 56, 56, 48),
('10901535', '±ÏÒ°Àï', '18678102022', 'biyeli@stu.kust.edu.cn', 'âùÔ°5385', 48, 51, 75),
('10901536', 'ÌÀÇï¶û', '13463443342', 'tangqiuer@stu.kust.edu.cn', 'Á«»ª5677', 43, 42, 69),
('10901537', '»ªÎ÷Ê¥', '15596881370', 'huaxisheng@stu.kust.edu.cn', 'ÌñÔ°6894', 43, 74, 73),
